"URL","Title","Author","Status","Publish Date","Scheduled Date","Category","Tags","Word Count","Main Topic","Search Intent","Content Type","Originality","Evidence","Sources","First-Hand Experience","Factual Claims","AI-Generic Characteristics","Potential Duplication","Potential Cannibalization","Quality Score","Recommended Action","Notes"
"(not live) /how-to-handle-being-laid-off-the-first-two-weeks","How to Handle Being Laid Off: The First Two Weeks","Muthu","SCHEDULED","","2026-09-10","Career","career; money; layoff","1516","Practical, legal, and financial checklist for the first two weeks after a layoff in India","informational","How-to guide","Covers genuinely India-specific mechanics (EPF withdrawal/transfer options, gratuity after 5 years, no COBRA-equivalent but IRDAI health-insurance portability, ESOP 90-day exercise window) with more concrete regulatory specificity than most of the batch — moderately more useful than a generic 'coping with a layoff' article.","No data or named sources — all regulatory mechanics are stated as general fact without citing EPFO, IRDAI, or a specific circular.","none (regulatory bodies like IRDAI and EPFO are referenced by concept, not cited)","none","EPF withdrawal taxability before 5 years, gratuity eligibility at 5 years, IRDAI portability rules, and the 'no unemployment insurance in India' claim are broadly accurate as general statements of Indian regulation, but none are sourced, and the 'a few weeks to a couple of months' settlement timeline is an unsupported generalization.","18 H2s, the most exhaustive in the batch, including borderline-filler sections ('Ongoing SIP Commitments', 'COBRA-Style Portability for Other Benefits'); no citations for any regulatory claim made; generic emotional-support closing paragraph common to every layoff-advice article online","none","how-to-verify-a-company-is-real-before-accepting-a-job-offer (weak overlap — same career-crisis cluster, different angle)","6","IMPROVE","The most India-specific and practically dense article in the batch, but every regulatory claim is uncited, which is risky for content in a YMYL-adjacent category."
"(not live) /how-to-link-aadhaar-and-pan-online-step-by-step","How to Link Aadhaar and PAN Online — Step by Step","Muthu","SCHEDULED","","2026-09-11","Finance","aadhaar; government; taxes","1514","Step-by-step process for linking Aadhaar and PAN on the income tax e-filing portal, including the late fee","transactional (reader intends to complete the linking action immediately)","Tutorial","The most concretely actionable article in the batch — names the actual portal (incometax.gov.in), the exact navigation path, the ₹1,000 late fee and how to pay it, and troubleshooting for name-mismatch rejections — genuinely more useful than a generic AI answer, provided the described UI is currently accurate.","Names a specific fee amount (₹1,000), specific portal navigation labels, and specific correction channels (UIDAI for Aadhaar, NSDL/UTIITSL for PAN) — the most concrete, checkable specifics in the batch, though presented without screenshots despite imgCount of 1.","named and specific (incometax.gov.in, UIDAI, NSDL/UTIITSL named directly as the relevant portals)","none — written as generic instructions, not a walkthrough the author actually performed; no screenshots of the actual steps despite the topic being extremely screenshot-friendly","The ₹1,000 late fee, OTP going to the Aadhaar-linked mobile number, and exemption categories (Assam, J&K, Meghalaya residents, NRIs, certain age groups) are accurate as of current Indian tax rules, but portal navigation labels and fee amounts are exactly the kind of detail that changes over time, and no 'last verified' date is given.","16 H2s, still exhaustively scenario-branching ('doing this for elderly family members') despite being a narrow procedural topic; no screenshots of an inherently visual step-by-step process; no verification date despite covering a government portal UI that changes","none","how-to-check-your-cibil-score-for-free-legally and how-to-get-a-duplicate-pan-card-online (weak overlap — same broader 'govt portal how-to' cluster)","6","IMPROVE","The most transactionally useful and specific article in the batch, but lacks screenshots of an inherently visual process and has no 'last verified' date for government portal details that change."
"(not live) /how-to-check-your-epf-balance-without-visiting-an-office","How to Check Your EPF Balance Without Visiting an Office","Muthu","SCHEDULED","","2026-09-12","Finance","money; government; epf","1521","Checking your EPF balance via missed call, SMS, UMANG, or the EPFO member portal","informational (quick balance lookup, no transaction)","How-to guide","Doesn't offer anything beyond what EPFO's own FAQ page or a quick Google search already states; the four methods (missed call, SMS, UMANG, portal) are standard, widely-published information.","No data, screenshots, or named sources — entirely procedural assertion with generic phone numbers and portal names, no evidence any step was actually tested by the author.","generic mentions only — names official portals/numbers (UAN portal, UMANG, e-Sewa) but cites no document, circular, or official statement","none","States specific numbers (missed call 011-22901406, SMS to 7738299899) and portal names that align with EPFO's real published services; no obviously wrong or outdated figures found, though none are sourced or dated.","formulaic 20-H2 structure covering only 4 real methods with heavy padding; repetitive 'What to Do If X' filler sections (forgotten UAN, company shuts down, similar family names) with no unique insight; hedge-heavy generic advice ('worth doing periodically') that could apply to any government balance-check service; no personal experience or specific example despite direct-address tone","none","none","5","IMPROVE","Core 4-step process is accurate and useful, but roughly 15 of the 20 H2 sections are generic padding invented to hit word count rather than sourced insight."
"(not live) /how-to-download-your-digital-driving-licence-on-digilocker","How to Download Your Digital Driving Licence on DigiLocker","Muthu","SCHEDULED","","2026-09-13","Tech","government; documents; digilocker","1505","Fetching a digital driving licence into DigiLocker and using it as legally valid ID","informational","How-to guide","Same ground covered by DigiLocker's own help pages and existing explainer articles; no new detail or personal test of the process.","No data or screenshots; general assertions about legal validity and process steps with no citation to the actual IT Act provision or Motor Vehicles Act section.","generic mentions only — references the 'IT Act' and 'amended Motor Vehicles Act framework' without citing specific sections","none","Claims DigiLocker documents are legally equivalent to physical documents under the IT Act and accepted under the amended Motor Vehicles Act — broadly consistent with known Indian digital-document policy, but no section or notification is cited so currency for 2026 can't be verified.","19 H2 sections built around a 3-step core task; invented edge-case scenarios (poor connectivity travel, renewal not syncing, learner's licence conversion) presented with confident specificity but no source; generic reassurance language ('worth doing', 'costs almost nothing') repeated across sections; could describe any Indian digital-document app with minimal changes","none","none","5","IMPROVE","Legally load-bearing claims (IT Act equivalence, police acceptance) are stated confidently without any citation, which is risky for a legal-adjacent claim with no named source."
"(not live) /how-to-file-a-consumer-complaint-online-in-india","How to File a Consumer Complaint Online in India","Muthu","SCHEDULED","","2026-09-14","Finance","money; government; consumer rights","1569","Escalating a consumer dispute via the National Consumer Helpline then e-Daakhil","informational","How-to guide","Covers the same two-portal process (NCH then e-Daakhil) documented on the government's own sites; nothing here reflects an actual filed complaint or outcome.","Includes one genuinely specific data point — the jurisdiction table (up to ₹50 lakh District, ₹50L–2cr State, above ₹2cr National) — but otherwise general assertion with no case examples or sourced timelines.","generic mentions only — cites the Consumer Protection Act, 2019 by name but no section number or actual case reference","none","Jurisdiction thresholds match the Consumer Protection Act, 2019 revision and appear accurate; timelines ('a few weeks' for NCH, 'months to over a year' for e-Daakhil) are vague estimates with no source.","19 H2 / 1 H3 structure padding a 3-step process; generic 'realistic timeline to expect' and 'typical outcome' sections with no cited data; invented scenario sections (social media escalation, marketplace vs seller) that read as filler rather than researched insight; no specific case examples despite discussing a legal process","none","none","6","IMPROVE","The jurisdiction table is a genuinely useful, specific, and correct piece of information that lifts this above the batch average, but it's surrounded by heavy generic padding."
"(not live) /how-to-get-a-duplicate-pan-card-online","How to Get a Duplicate PAN Card Online","Muthu","SCHEDULED","","2026-09-15","Finance","government; documents; pan card","1522","Reprinting a lost or damaged PAN card via NSDL (Protean eGov) or UTIITSL","transactional (user is about to pay for and order a reissued document)","How-to guide","Standard process already documented by both official portals and many existing guides; no unique detail, personal experience, or verified fee data beyond vague ranges.","No hard data beyond rough fee estimates ('typically in the range of ₹50' / 'closer to ₹100 or more'), which the article itself flags as changeable, with no source or date given.","generic mentions only — names Protean eGov and UTIITSL but no linked fee schedule or circular","none","Fee figures are approximate and self-admittedly unverified ('exact amounts are set on the portal... and can change'), which is honest but means the article provides no reliable current pricing for a 2026 reader — a real weakness for this kind of practical guide.","20 H2 sections over a 5-step core process; long tail of invented edge cases (deceased relative's PAN, same-name family confusion, cyber cafe advice) with no sourcing; vague/hedged fee data presented mid-article despite being a numeric claim readers would want precise; generic tone ('worth doing this even before you lose the card') applicable to any document-reissue topic","none","none","4","IMPROVE","Explicitly hedges its own fee numbers as possibly outdated, which undercuts the practical value of a how-to whose main reason to exist is telling readers what it costs and how long it takes."
"(not live) /how-to-register-a-complaint-against-spam-calls-with-trai","How to Register a Complaint Against Spam Calls With TRAI","Muthu","SCHEDULED","","2026-09-16","Tech","privacy; telecom; government","1523","Registering for DND, escalating unresolved spam complaints, and reporting fraud via Chakshu","informational","How-to guide","Process (SMS START to 1909, DND app, Chakshu on Sanchar Saathi) is standard published TRAI information; no unique data or personal complaint history.","No data, no named cases, no screenshots — general procedural assertion throughout.","generic mentions only — names TRAI, Chakshu, Sanchar Saathi by name but cites no regulation number or statistic","none","DND SMS code, 1909 helpline, and Chakshu/Sanchar Saathi portal are accurate and current; no numeric claims beyond vague ('a few days', 'a week') that aren't sourced.","20 H2 sections over a 3-step core process; invented scenario sections ('new number inherits old call history', 'international spoofed numbers') presented as confident insight without sourcing; same 'what changes once you've filed a few of these' self-help padding style seen across this whole batch; near-total topical overlap with a second article in the same batch on the same underlying DND process","none","how-to-stop-spam-calls-and-sms-on-an-indian-sim-the-settings-that-actually-help — both walk through the same DND registration process (SMS START / call 1909) and target essentially the same 'stop spam calls India' search intent","5","MERGE","This and the batch's other spam-call article are two AI-generated takes on nearly the same core process and should be consolidated rather than published as two competing pages."
"(not live) /how-to-check-your-cibil-score-for-free-legally","How to Check Your CIBIL Score for Free, Legally","Muthu","SCHEDULED","","2026-09-17","Finance","money; banking; credit score","1543","Checking your CIBIL/credit score for free via the RBI-mandated annual report or bank/fintech apps","informational","How-to guide","The two free-check routes are standard, widely published financial-literacy content; nothing here is unavailable from CIBIL's own site or any personal-finance blog.","No hard data — cites plausible ranges ('ten to thirty points' bureau variance, 'roughly 30%' utilization threshold) without any source or study reference.","generic mentions only — names RBI, the four bureaus, and general scoring models without citing an actual RBI circular or bureau methodology document","none","Score range (300–900), ~750 approval threshold, and RBI's one-free-report-per-year mandate are accurate and well-established; utilization and inquiry-impact claims are generally correct but stated as universal rules with no source.","19 H2 sections built around 2 core methods; extensive 'what X does to your score' filler sections (co-signing, settled accounts, joint loans) that are generically true but present no unique data or example; hedged approximate numbers throughout ('commonly', 'roughly', 'often') instead of cited figures; structurally near-identical to the batch's other government/finance how-to articles","none","credit-score-in-india-how-it-works-and-how-to-fix-it — an already-published article covering the same core 'credit score India' topic; this piece narrows to the free-check angle but competes for overlapping search intent","5","MERGE","Overlaps meaningfully with an existing published credit-score article; the free-check angle could be folded into that piece as a section rather than standing alone."
"(not live) /how-to-verify-a-company-is-real-before-accepting-a-job-offer","How to Verify a Company Is Real Before Accepting a Job Offer","Muthu","SCHEDULED","","2026-09-18","Career","money; jobs; fraud","1567","Verifying a company's legitimacy via MCA/GST records and behavioral red flags before accepting a job offer","commercial-investigation (evaluating a company/offer before committing)","How-to guide","The verification checklist (MCA, GST, domain age, LinkedIn, Glassdoor) is a standard fraud-prevention list found in many existing guides; no unique case study or worked example.","No concrete evidence, no example CIN or company walked through, no screenshots of an actual MCA search — entirely generic instruction.","generic mentions only — names MCA, GST portal, EPFO, Glassdoor/AmbitionBox, LinkedIn but never demonstrates a real verification","none","States the GST portal is at 'services.gst.in' — the actual live domain is services.gst.gov.in, so this appears to be an incorrect/incomplete URL in a piece whose entire premise is helping readers avoid being misled by wrong domains, which is a notable credibility problem.","19 H2 sections over what is fundamentally a 4-point checklist; long run of invented scenario sections (recruitment-agency impersonation, interviewer's LinkedIn history, background-check-as-positive-signal) with no sourcing or example; generic reassurance closing ('the one call that settles it') matching a pattern repeated across the whole batch; could apply to any country's company-verification process aside from the India-specific portal names","none","how-to-spot-a-fake-job-offer-sent-over-whatsapp-or-telegram — both target the 'is this job offer a scam' search cluster from different angles (company verification vs. WhatsApp/Telegram-specific offers)","4","MAJOR REWRITE","Likely cites an incorrect GST portal URL (services.gst.in vs. the actual services.gst.gov.in), a real factual error that needs verification before this goes live."
"(not live) /how-to-report-a-fraudulent-upi-transaction-and-actually-get-your-money-back","How to Report a Fraudulent UPI Transaction and Actually Get Your Money Back","Muthu","SCHEDULED","","2026-09-19","Finance","money; fraud; upi","1505","First-hour steps to report and potentially reverse a fraudulent UPI transaction","informational (urgent action guide, not a purchase)","How-to guide","The 3-channel escalation (bank, UPI app dispute, cybercrime.gov.in/1930) is standard published guidance; no unique detail, case, or data beyond generic procedural steps.","No data, no case examples, no cited recovery-rate statistics — entirely general assertion about 'speed' and 'liability' without numbers.","generic mentions only — references RBI's 'limited customer liability' guidelines by name without citing the actual circular or its specific thresholds","none","The three-channel process (bank fraud line, UPI app dispute/UDIR, 1930/cybercrime.gov.in) is accurate and current; the liability discussion is vague and never cites the actual RBI liability slabs/timeframes, a meaningful omission for a 'get your money back' piece.","18 H2 sections over a 3-step core process; invented behavioral filler ('why scammers target certain hours', 'why you should never trust a follow-up caller') with no sourcing; hedge language throughout ('often', 'usually', 'a large share') instead of concrete recovery statistics; same batch-wide template of step-by-step core plus a long tail of generic 'why this matters' sections","none","how-upi-fraud-actually-happens-the-five-warning-signs — both target the 'UPI fraud' search cluster, one prevention-focused and one response-focused, risking split traffic on overlapping intent","5","IMPROVE","Omits the actual RBI liability tiers/timeframes despite being the single most useful data point a reader trying to get money back would want."
"(not live) /how-to-check-if-your-vehicle-challan-is-real-or-a-scam","How to Check If Your Vehicle Challan Is Real or a Scam","Muthu","SCHEDULED","","2026-09-20","Finance","government; fraud; vehicle","1539","Verifying a traffic e-challan on the Parivahan portal to avoid SMS phishing scams","informational","How-to guide","The core advice (check echallan.parivahan.gov.in, never pay via SMS link) is standard, widely published fraud-awareness guidance; nothing here is unavailable elsewhere.","No data, no example screenshots of a real vs fake challan message, no cited fraud statistics — general assertion throughout.","generic mentions only — names Parivahan, Delhi/Mumbai Traffic Police portals, cybercrime.gov.in/1930 without linking or quoting any official source","none","echallan.parivahan.gov.in is the correct official domain; the described red flags (non-.gov.in domains, personal UPI requests, short-code vs 10-digit sender) are generically accurate but not tied to any documented scam case or statistic.","20 H2 sections over a short core verification process; invented explanatory sections ('why the amount requested is often a deliberate choice', 'why officers sometimes issue a challan without telling you') presented with confident specificity but no source; the same batch-wide 'why X matters more than it seems' filler heading pattern; generic enough to apply to any country's traffic-fine phishing scam with only the portal name changed","none","none","5","IMPROVE","Practically useful core advice, but padded with the same invented-scenario filler pattern seen throughout this batch."
"(not live) /how-to-recover-deleted-whatsapp-messages-and-photos-what-actually-works","How to Recover Deleted WhatsApp Messages and Photos — What Actually Works","Muthu","SCHEDULED","","2026-09-21","Tech","android; privacy; whatsapp","1506","Recovering deleted WhatsApp messages/photos from local or cloud backups","informational","Explainer / How-to guide","Explains standard WhatsApp backup mechanics (crypt15 local files, Google Drive/iCloud restore) already documented in WhatsApp's own FAQ and existing tech articles; the 'there is no undelete' framing is reasonable but not novel.","Cites one specific technical detail (filename pattern msgstore-2026-07-28.1.db.crypt15, roughly 7-day local retention) which is a genuinely concrete, verifiable-sounding claim — a rare positive in this batch.","generic mentions only — no linked WhatsApp documentation or version-specific confirmation of the 60-day Google Photos trash window or backup retention figures","none — despite the confident technical detail, there's no indication the author actually performed a recovery or tested the file-rename process","The 7-day local backup retention and 60-day Google Photos trash window are plausible and roughly consistent with known WhatsApp/Google Photos behavior, though neither is sourced or dated, and backup retention specifics can change between app versions.","18 H2 sections over what is essentially 2 recovery paths (local, cloud); invented tangential sections ('why some recoveries only work on the original SIM', 'media shared in groups may still exist on someone else's device') without sourcing; closing paragraph repeats nearly the same sentence twice ('A working backup today is worth more than any recovery tool after the fact'); generic self-help framing applicable to any messaging app's backup system","none","how-to-transfer-whatsapp-chats-to-a-new-phone-without-losing-history — different intent (transfer vs. recover deleted content) but both are WhatsApp-data-management guides that could split related search traffic","6","IMPROVE","The most technically specific article in this batch, but still padded and ends with a duplicated closing sentence that reads like a generation artifact."
"(not live) /how-to-free-up-storage-on-your-phone-without-deleting-photos-you-want","How to Free Up Storage on Your Phone Without Deleting Photos You Want","Muthu","SCHEDULED","","2026-09-22","Tech","android; phones; storage","1505","Freeing Android phone storage via cache clearing, cloud offload, and duplicate cleanup instead of deleting photos","informational","How-to guide","Standard Android storage-management advice (clear cache, use Google Photos 'free up space', check Downloads) available in countless existing guides and Android's own help center; no unique testing or before/after data.","No data — no actual 'freed X GB' example, no screenshots of the storage breakdown described, entirely generic assertion.","none — no named tools beyond generic app names (Google Photos, Files by Google), no version numbers, no linked documentation","none","General claims (cache clearing doesn't log you out, Google Photos 'storage saver' keeps a cloud-streamed copy, 64GB vs 128GB usable-space gap) are broadly accurate for Android but stated with no device model, OS version, or measured figures.","18 H2 sections over roughly 5 core actions; generic filler sections ('a sustainable monthly habit instead of a panic clean', 'checking before you buy extra cloud storage') with no specific numbers; vague hedges throughout ('several gigabytes', 'a meaningful chunk') instead of any measured example; could describe storage management on any smartphone OS with minimal edits","digital-decluttering-how-to-clean-up-years-of-phone-photos-and-files — title and core topic (freeing phone storage / managing accumulated photos and files) overlap substantially with this scheduled article","digital-decluttering-how-to-clean-up-years-of-phone-photos-and-files","4","MERGE","Strong topical overlap with another scheduled article on cleaning up phone photos/storage; publishing both risks the site competing against itself for the same query."
"(not live) /how-to-stop-spam-calls-and-sms-on-an-indian-sim-the-settings-that-actually-help","How to Stop Spam Calls and SMS on an Indian SIM — The Settings That Actually Help","Muthu","SCHEDULED","","2026-09-23","Tech","india; privacy; telecom","1500","Blocking spam calls/SMS in India via TRAI DND registration, carrier-side spam AI, and phone-level filters","informational","How-to guide","Combines standard, already-published information (DND registration, Truecaller/Android spam settings, carrier spam-AI features) into one piece; no unique testing of which carrier's detection actually performs better, no measured results.","No data, no comparison test of carrier spam-detection accuracy, no screenshots — entirely general assertion.","generic mentions only — names Jio/Airtel/Vi security features, Truecaller, and Sanchar Saathi by name without linking or citing any performance data","none","DLT sender-ID format example (VM-HDFCBK) and DND SMS code are accurate; claims about carrier-specific features (Airtel Thanks, JioSecurity) are plausible but not verified against current 2026 app naming, which can change.","19 H2 sections over roughly 4 core settings; same invented-scenario filler pattern as the rest of the batch ('why fraud calls target certain hours', 'why international numbers need different vigilance'); near-duplicate DND registration steps to another article in this same batch; generic multi-layer-defense framing that could apply to any country's telecom spam problem with the portal names swapped","none","how-to-register-a-complaint-against-spam-calls-with-trai — both cover the same DND registration process via 1909 and target the same 'stop spam calls India' query","5","MERGE","This is the more comprehensive of the two spam-call articles in the batch (adds carrier/phone-level filtering on top of DND) and could be the surviving merged version if the pair is consolidated."
"(not live) /how-to-transfer-whatsapp-chats-to-a-new-phone-without-losing-history","How to Transfer WhatsApp Chats to a New Phone Without Losing History","Muthu","SCHEDULED","","2026-09-24","Tech","android; phones; whatsapp","1529","How to transfer WhatsApp chat history between phones (same-OS and cross-platform methods)","informational (user wants step-by-step instructions)","How-to guide","Covers WhatsApp's own official transfer methods, which are documented on WhatsApp's own help pages; a generic AI answer or the first Google result would produce essentially the same steps.","No data, screenshots, or benchmarks are presented; every claim is a general procedural assertion stated with confidence but no verification.","generic mentions only — refers to WhatsApp's own settings menus by name but cites no external source or link","none — entirely prescriptive second-person instructions with no indication the author actually performed any of these transfers","Describes specific menu paths (e.g. 'Settings > Chats > Chat Transfer') that are plausible for current WhatsApp versions but unverified here; no pricing or statistics are cited, so nothing is numerically checkable, but the specific UI paths could be stale by the time this publishes in Sept 2026.","escalating list of 20 H2 headers covering increasingly hypothetical edge cases (family accounts, daytime vs nighttime transfers, voice notes); no unique insight or personal testing; formulaic 'final sanity check' and recap closer typical of AI padding; could apply to any WhatsApp user in any country except one throwaway India reference","none","how-to-recover-deleted-whatsapp-messages-and-photos-what-actually-works","5","HOLD FROM PUBLICATION","The 16+ speculative 'what if' H2 sections beyond the 5 core steps are the clearest AI-mill padding signature in this batch."
"(not live) /how-to-use-google-lens-for-more-than-just-translating-text","How to Use Google Lens for More Than Just Translating Text","Muthu","SCHEDULED","","2026-09-25","Tech","productivity; android; google","1511","Lesser-known uses of Google Lens beyond text translation","informational","Explainer","Lists Lens capabilities that are already documented on Google's own product pages; nothing here isn't obtainable from Google's own help center or a generic AI answer.","No data, screenshots, or named tests of any Lens feature are presented — pure general assertion throughout.","generic mentions only — refers to Google Lens features by name with no citation or link","none — every feature is described generically ('Point Lens at...') with no indication of hands-on testing or specific results","Describes Lens features (homework help, visual shopping, plant/landmark ID, nutrition labels, skin-condition search, Sudoku solving) that are broadly real Google features; no pricing or statistics to verify, and nothing India-specific despite the site's general India focus.","21 H2 headers with steadily decreasing marginal value per section; tone reads like Google's own marketing copy restated; no personal testing, failure example, or specific screenshot; generic recap/closing paragraph typical of AI-generated summaries; zero India-specific framing","none","none","4","HOLD FROM PUBLICATION","One of the more globally generic entries in the batch — no India-specific angle at all despite the site otherwise targeting an Indian audience."
"(not live) /how-to-set-up-a-second-whatsapp-number-on-one-phone","How to Set Up a Second WhatsApp Number on One Phone","Muthu","SCHEDULED","","2026-09-26","Tech","productivity; android; whatsapp","1524","Setting up a second WhatsApp account on one Android phone via built-in app-cloning features","informational","How-to guide","Names India-relevant manufacturer-specific feature labels (Xiaomi Dual Apps, Samsung Dual Messenger, OnePlus/Oppo Parallel Apps), which is a genuinely useful specific detail; otherwise repeats commonly available setup steps.","No data or screenshots; general assertions about battery/RAM impact and backup behavior with no measurement cited.","generic mentions only — manufacturer feature names cited but no external source or link","none — fully prescriptive, no indication of the author actually testing dual-app setup on a real device","Manufacturer dual-app feature names appear broadly accurate for recent Android skins; no pricing or statistics; claims about eSIM and WhatsApp Business features are generic and plausible but unverified.","19 H2s with a long tail of speculative edge-case sections (notification badge renaming, business card etiquette); generic recap closer; no concrete example of a real user's actual setup","none","how-to-transfer-whatsapp-chats-to-a-new-phone-without-losing-history, how-to-recover-deleted-whatsapp-messages-and-photos-what-actually-works","5","HOLD FROM PUBLICATION","The manufacturer-specific naming is the single most substantive detail; everything else is generic filler, and three separate WhatsApp how-tos are scheduled in the same window."
"(not live) /how-to-find-a-lost-android-phone-even-when-it-is-offline","How to Find a Lost Android Phone Even When It Is Offline","Muthu","SCHEDULED","","2026-09-27","Tech","android; security; google","1527","How Google's offline Find My Device Bluetooth network works, plus India-specific IMEI blocking via Sanchar Saathi","informational","Explainer / How-to guide","The Sanchar Saathi (Indian government IMEI-blocking portal) reference is genuinely India-specific and less likely to appear in a generic global AI answer, which raises this slightly above pure filler.","No data or screenshots; the *#06# IMEI dial code is a concrete, checkable detail, but otherwise all general assertion.","named and specific for Sanchar Saathi / Department of Telecommunications, though no link or verification that the described process is current","none","Describes Sanchar Saathi/DoT IMEI blocking requiring a police complaint reference, and Google's Bluetooth-relay offline finding network — both plausible and roughly consistent with how these systems work, but government portal requirements change and should be fact-checked before publishing; no pricing or stats to verify.","20 H2s including many redundant tangents (airplane mode, public Wi-Fi, corporate phones, advice for kids/elderly); recap-style closing; no first-hand account of actually using the feature or filing an IMEI-block complaint","none","how-to-back-up-your-phone-so-a-lost-device-does-not-cost-you-your-photos","6","HOLD FROM PUBLICATION","Strongest India-specific grounding in the batch (Sanchar Saathi, DoT, IMEI dial code) but still wrapped in the same padded AI-mill structure as the rest, and the government-portal details need a currency check before publishing."
"(not live) /how-to-turn-off-ads-in-free-android-apps-what-is-legal-and-what-is-not","How to Turn Off Ads in Free Android Apps — What Is Legal and What Is Not","Muthu","SCHEDULED","","2026-09-28","Tech","android; privacy; apps","1510","Legal versus illegal ways to remove ads from free Android apps","informational (borderline commercial-investigation, comparing removal options)","Explainer","Frames the topic around a legal/illegal spectrum, a reasonable angle, but the underlying advice (pay for ad-free tier, network-level DNS blocking, avoid cracked APKs) is standard and widely available.","No data — no cited case law, no named enforcement action, no statistics on malware rates in mod APKs.","generic mentions only — refers to 'Play Store developer policies' without linking or citing a specific policy document","none","Makes confident legal claims (copyright infringement, ToS violation) about modified APKs without citing any Indian copyright or IT law, despite explicitly framing the article as clarifying 'what is legal and what is not' for readers — this is an accuracy/sourcing gap given the article's own premise.","confident legal-sounding claims with zero citations or disclaimer that this isn't legal advice; 19 H2s covering repetitive angles (subscription fatigue, family plans, VPN risk); generic recap ending","none","none","4","HOLD FROM PUBLICATION","Makes unsourced legal assertions for an Indian audience without citing actual Indian law, which is a real accuracy risk for an article whose entire premise is a legal distinction."
"(not live) /how-to-screen-record-on-android-without-a-third-party-app","How to Screen Record on Android Without a Third-Party App","Muthu","SCHEDULED","","2026-09-29","Tech","productivity; android; tutorial","1512","Using Android's built-in Quick Settings screen recorder instead of a third-party app","informational","Tutorial","Accurately describes Android 11+ built-in feature and manufacturer variants (Samsung S Pen annotation, Xiaomi MIUI/HyperOS location), reasonably specific but still standard tech-help content.","None — no screenshots of the actual UI despite this being an ideal candidate for them (imgCount is only 1, likely just a header image).","generic mentions only","none — describes button labels and menu locations generically without confirming they were verified hands-on","DRM/Widevine blocking of streaming-app recordings and the ADB screenrecord fallback are accurate; the claim that 'call recording legality varies by consent' in India is vague and unsupported by any citation to actual Indian law or case precedent.","20 H2 headers, many redundant (battery drain, choppy recording, narrated tutorials) reading as auto-expanded topic coverage; no screenshots despite being a highly visual topic; generic recap ending","none","none","5","HOLD FROM PUBLICATION","A screen-recording tutorial with zero UI screenshots is a notable content gap for this specific format."
"(not live) /how-to-check-if-your-phone-number-was-leaked-in-a-data-breach","How to Check If Your Phone Number Was Leaked in a Data Breach","Muthu","SCHEDULED","","2026-09-30","Tech","india; security; privacy","1525","How to check whether a phone number appeared in a data breach and what to do about it in an Indian context","informational","Explainer / How-to guide","Names Have I Been Pwned's phone-search feature, DND complaint number 1909, the National Cyber Crime Reporting Portal, and DigiLocker/UMANG — genuinely India-specific and more concrete than most of this batch.","No data or statistics on actual breach volumes, no named example breach, and no screenshot of the HIBP tool in action.","named and specific — Have I Been Pwned, DND 1909, National Cyber Crime Reporting Portal, DigiLocker/UMANG are all named, though no links are included and currency is unverified","none","Claims about HIBP's phone-number search, the DND 1909 number, and the national cybercrime portal are checkable and should be verified for accuracy/currency before publishing in Sept 2026; no pricing or numeric stats are made.","17 H2s with expanding hypothetical tangents (household habit, older relatives, how breach data gets resold); recap-style closing; confident tone about tool functionality without any verification or screenshot","none","how-to-stop-spam-calls-and-sms-on-an-indian-sim-the-settings-that-actually-help, why-you-should-not-reuse-passwords-what-happens-when-one-site-gets-breached","6","HOLD FROM PUBLICATION","The most specifically-sourced article in the batch (named tools and government portals) but still needs a fact-check pass on whether HIBP's phone search and the cited numbers/portals are current before publishing."
"(not live) /how-to-build-a-second-brain-with-just-notes-and-folders-no-app-needed","How to Build a Second Brain With Just Notes and Folders, No App Needed","Muthu","SCHEDULED","","2026-10-01","Productivity","productivity; organization; notes","1500","A four-folder note-organization system usable in any notes app","informational","How-to guide","The Active/Reference/Someday/Archive structure maps almost directly onto the well-known PARA method (Projects-Areas-Resources-Archive) without crediting or naming it, presenting a repackaged existing framework as original advice.","None — no data, no real screenshots, only one invented example filename.","none","claimed but generic — written in confident prescriptive voice with no evidence the author has actually used this system long-term","No verifiable factual or numeric claims; the article is pure methodology/opinion.","restates a well-known existing framework (PARA) without naming or crediting it, presented as original advice; 18 H2s with repetitive expansions; generic self-help tone applicable to any country or reader; recap closer","none on-site, but conceptually near-identical to the widely published PARA method (external, not on this site)","none","3","HOLD FROM PUBLICATION","Presents an unattributed rehash of the popular PARA note-organization method as original advice, which is a real originality concern."
"(not live) /how-to-actually-stick-to-a-morning-routine-based-on-what-derails-most-people","How to Actually Stick to a Morning Routine, Based on What Derails Most People","Muthu","SCHEDULED","","2026-10-02","Productivity","productivity; habits; routine","1501","Common failure points in morning routines and fixes for each","informational","Opinion / Explainer","Generic self-help advice (habit stacking, environmental cues, two-week trials) that mirrors widely available productivity content with no new data, case study, or India-specific angle.","None — the cortisol-awakening-response claim is stated with no citation or source.","none","none — impersonal prescriptive voice throughout despite the topic inviting a personal narrative","The cortisol claim references a real physiological phenomenon (cortisol awakening response) but is stated confidently with no source and is somewhat oversimplified; no pricing or statistics are involved.","18 H2 headers with heavy repetition of a 'why this helps' pattern; unsourced pop-science claim stated as fact; generic advice indistinguishable from any global self-help blog; recap closer","none","how-to-build-a-habit-that-survives-a-bad-week","3","HOLD FROM PUBLICATION","Unsourced physiological claim (cortisol) stated with unwarranted confidence is a minor accuracy concern worth a citation or removal."
